rats,rat.n.01,rat.n.01,1
in,O,O,1
kitchen,kitchen.n.01,kitchen.n.01,1
is,O,O,1
poor,poor.a.02,poor.a.04,1
girl,girl.n.01,girl.n.01,1
was,O,O,1
visibly,visibly.r.01,visibly.r.01,1
shaken,shaken.a.01,shake.v.01,0
after,O,O,1
accident,accident.n.01,accident.n.01,1
artist,artist.n.01,artist.n.01,1
is,O,O,1
gifted,gifted.a.01,endow.v.01,0
was,O,O,1
thoughtful,thoughtful.a.05,thoughtful.a.01,1
is,be.v.02,O,0
paint,paint.n.01,paint.n.01,1
with,O,O,1
stick,stick.n.01,stick.n.02,0
Is,O,O,1
phone,phone.n.01,phone.n.01,1
ringing,ring.v.01,ring.v.01,1
have,have.v.04,O,0
big,big.a.01,big.a.01,1
dog,dog.n.01,dog.n.01,1
're,O,O,1
workaholic,workaholic.n.01,workaholic.n.01,1
Yesterday,O,O,1
went,go.v.01,go.v.01,1
to,O,O,1
opera,opera.n.03,opera.n.01,0
is,be.v.01,O,0
plucky,plucky.a.02,gutsy.a.01,0
guy,guy.n.01,guy.n.01,1
How,O,O,1
's,O,O,1
cold,cold.n.01,cold.n.01,1
deserve,deserve.v.01,deserve.v.01,1
explanation,explanation.n.01,explanation.n.01,1
just,O,just.r.03,0
left,leave.v.01,leave.v.01,1
will,O,O,1
not,O,O,1
lie,lie.v.05,lie.n.01,0
to,O,O,1
needed,need.v.02,need.v.01,0
money,money.n.01,money.n.01,1
ate,eat.v.01,eat.v.01,1
dinner,dinner.n.01,dinner.n.01,1
game,game.n.01,game.n.01,1
excited,excite.v.01,excited.a.01,0
lots,O,O,1
of,O,O,1
people,person.n.01,person.n.01,1
boy,boy.n.01,boy.n.01,1
fanned,fan.v.03,fan.v.01,0
with,O,O,1
hat,hat.n.01,hat.n.01,1
Everyone,person.n.01,person.n.01,1
wants,want.v.01,want.v.01,1
Coffee,coffee.n.01,coffee.n.01,1
will,O,O,1
be,O,O,1
served,serve.v.05,serve.v.06,0
after,O,O,1
meal,meal.n.01,meal.n.01,1
has,have.v.01,O,0
two~thousand,O,O,1
books,book.n.01,book.n.02,0
is,O,O,1
leaving,leave.v.01,leave.v.01,1
tomorrow,O,O,1
body,person.n.01,person.n.01,1
except,O,O,1
went,go.v.01,go.v.01,1
to,O,O,1
party,party.n.04,party.n.04,1
is,O,O,1
spinning,spin.v.06,spin.v.06,1
wool,wool.n.02,wool.n.02,1
'm,O,O,1
very,very.r.01,very.r.01,1
lazy,lazy.a.02,lazy.a.02,1
people,person.n.01,person.n.01,1
might,O,O,1
assume,assume.v.01,assume.v.01,1
was,O,O,1
like,like.a.01,like.v.02,0
father,father.n.01,father.n.01,1
to,O,O,1
Packing,pack.v.01,pack.v.01,1
sucks,suck.v.04,suck.v.04,1
How,O,O,1
heavy,heavy.a.01,heavy.a.01,1
are,O,O,1
story,story.n.02,story.n.01,0
is,be.v.01,O,0
famous,famous.a.01,famous.a.01,1
one,story.n.02,person.n.01,0
everyone,person.n.01,person.n.01,1
knows,know.v.01,know.v.01,1
works,work.v.02,work.v.02,1
for,O,O,1
oil~company,oil_company.n.01,oil_company.n.01,1
is,O,O,1
studying,study.v.02,study.v.05,0
agriculture,agriculture.n.02,agribusiness.n.01,0
carefully,carefully.r.01,carefully.r.01,1
wiped,wipe.v.01,wipe.v.01,1
fingerprints,fingerprint.n.01,fingerprint.n.01,1
off,O,O,1
knife,knife.n.01,knife.n.01,1
jokes,joke.n.01,joke.n.01,1
are,O,O,1
n't,O,O,1
funny,funny.a.01,funny.a.01,1
kind,entity.n.01,entity.n.01,1
of,O,O,1
remark,remark.n.01,remark.n.01,1
does,O,O,1
not,O,O,1
befit,befit.v.01,befit.v.01,1
'd~better,O,O,1
drive,drive.v.03,drive.v.01,0
home,home.n.01,home.n.01,1
stupidity,stupidity.n.01,stupidity.n.01,1
is,O,O,1
abysmal,abysmal.a.01,abysmal.s.01,1
did,O,O,1
n't,O,O,1
find,find.v.03,find.v.03,1
and,O,O,1
detest,detest.v.01,O,0
each~other,O,O,1
is,O,O,1
less,O,O,1
diligent,diligent.a.01,diligent.a.01,1
than,O,O,1
was,O,O,1
hurt,hurt.v.02,hurt.v.02,1
took,take.v.09,take.v.02,0
elevator,elevator.n.01,elevator.n.01,1
to,O,O,1
third,3.n.01,O,0
floor,floor.n.02,floor.n.01,0
think,think.v.01,think.v.01,1
is,O,O,1
normal,normal.a.03,normal.a.01,1
brother,brother.n.01,brother.n.01,1
is,O,O,1
rich,rich.a.01,rich.a.01,1
drives,drive.v.04,drive.v.01,0
crazy,crazy.a.03,crazy.a.05,1
is,be.v.01,O,0
common,common.a.02,common.a.01,1
name,name.n.01,name.n.01,1
plan,plan.n.01,plan.n.01,1
worked,work.v.03,work.v.02,0
sang,sing.v.02,sing.v.02,1
song,song.n.01,song.n.01,1
alarm,alarm.n.04,alarm.n.02,0
did,O,O,1
n't,O,O,1
wake,wake.v.05,wake_up.v.01,1
was,O,O,1
sweating,sweat.v.01,sweat.v.01,1
says,say.v.01,say.v.01,1
's,O,O,1
busy,busy.a.01,busy.a.01,1
have,O,O,1
lost,lose.v.04,lose.v.02,0
pencil,pencil.n.01,pencil.n.01,1
have,O,O,1
got,get_into.v.03,O,0
into,O,O,1
sister,sister.n.01,sister.n.01,1
is,O,O,1
not,O,O,1
going,go.v.01,go.v.01,1
to,O,O,1
picked,pick_up.v.02,pick.v.02,0
up,O,O,1
coin,coin.n.01,coin.n.01,1
needed,need.v.01,need.v.01,1
is,O,O,1
creepy,creepy.a.02,creepy.a.01,1
phoned,phone.v.01,call.v.03,1
's,O,O,1
eating,eat.v.02,eat.v.01,0
skier,skier.n.01,skier.n.01,1
suffered,suffer.v.02,suffer.v.02,1
head,head.n.01,head.n.01,1
trauma,trauma.n.01,injury.n.01,1
joined,join.v.03,join.v.01,0
lot,O,O,1
of,O,O,1
books,book.n.02,book.n.02,1
Do,O,O,1
belong,belong.v.01,belong.v.05,0
to,O,O,1
university,university.n.03,university.n.02,0
library,library.n.02,library.n.03,0
supported,support.v.01,support.v.01,1
'm,O,O,1
not,O,O,1
creative,creative.a.01,creative.a.01,1
is,O,O,1
snoring,snore.v.01,snore.v.01,1
seems,seem.v.01,seem.v.01,1
conceited,conceited.a.01,conceited.a.01,1
was,O,O,1
very,very.r.01,very.r.01,1
good,good.a.01,good.a.01,1
dialled,dial.v.02,dial.v.01,0
number,number.n.04,number.n.04,1
leaves,leaf.n.01,leave.v.01,0
fell,fall.v.01,fall.v.03,0
to,O,O,1
earth,earth.n.03,earth.n.01,0
is,O,O,1
wet,wet.a.01,wet.a.01,1
played,play.v.05,play.v.01,0
with,O,O,1
dog,dog.n.01,dog.n.01,1
needs,need.v.01,need.v.01,1
assistants,assistant.n.01,assistant.n.01,1
lied,lie.v.05,lie.v.05,1
to,O,O,1
does,O,O,1
n't,O,O,1
regard,regard.v.03,see.v.05,0
's,O,O,1
clean,clean.a.02,clean.v.01,0
Ten,O,O,1
prisoners,prisoner.n.01,prisoner.n.01,1
broke,break_out.v.03,break_out.v.01,0
out,O,O,1
of,O,O,1
jail,jail.n.01,jail.n.01,1
watch,watch.n.01,watch.n.01,1
may,O,O,1
be,O,O,1
one,O,person.n.01,0
or,O,O,1
two,O,O,1
minutes,minute.n.01,minute.n.01,1
fast,fast.a.02,fast.a.02,1
cube~root,cube_root.n.01,O,0
of,O,O,1
twenty-seven,O,O,1
is,be.v.06,O,0
three,O,O,1
is,O,O,1
extremely,extremely.r.02,extremely.r.02,1
gullible,gullible.a.01,fleeceable.s.01,1
know,know.v.01,know.v.01,1
is,O,O,1
honest,honest.a.01,honest.a.01,1
won,win.v.01,win.v.01,1
has,O,O,1
never,O,O,1
been,O,O,1
skiing,ski.v.01,ski.v.01,1
try,try.v.01,try.v.01,1
is,O,O,1
grinning,grin.v.01,grin.v.01,1
All,entity.n.01,O,0
passengers,passenger.n.01,passenger.n.01,1
died,die.v.01,die.v.01,1
but,O,O,1
survived,survive.v.01,survive.v.01,1
method,method.n.01,method.n.01,1
was,O,O,1
too,too.r.01,O,0
expensive,expensive.a.01,expensive.a.01,1
to,O,O,1
be,O,O,1
practical,practical.a.01,practical.a.01,1
've,O,O,1
never,O,O,1
been,be.v.03,O,0
to,O,O,1
was,O,O,1
n't,O,O,1
running,run.v.01,run.v.01,1
ate,eat.v.02,eat.v.01,0
girls,girl.n.01,girl.n.01,1
reveled,revel.v.01,delight.v.02,1
in,O,O,1
dancing,dance.n.03,dance.v.02,0
graduated,graduate.v.01,graduate.v.01,1
from,O,O,1
laid,lay.v.01,lay.v.01,1
racket,racket.n.04,racket.n.04,1
on,O,O,1
ground,ground.n.01,ground.n.01,1
ca,O,O,1
n't,O,O,1
open,open.v.01,open.a.01,0
bottle,bottle.n.01,bottle.n.01,1
have,have.v.02,O,0
very,very.r.01,very.r.01,1
good,good.a.01,good.a.01,1
voice,voice.n.01,voice.n.02,0
is,O,O,1
rich,rich.a.01,rich.a.01,1
but,O,O,1
unkind,unkind.a.01,unkind.a.01,1
misled,mislead.v.01,mislead.v.02,0
hope,hope.v.01,hope.n.01,0
agrees,agree.v.01,agree.v.01,1
use,use.v.01,use.v.01,1
really,really.r.01,really.r.04,1
state-of-the-art,state-of-the-art.a.01,state-of-the-art.s.01,1
equipment,equipment.n.01,equipment.n.01,1
With,O,O,1
are,O,O,1
eating,eat.v.02,eat.v.01,0
dinner,dinner.n.01,dinner.n.01,1
storm,storm.n.01,storm.n.01,1
abated,abate.v.02,slake.v.02,0
's,O,O,1
watching,watch.v.03,watch.v.03,1
watch,watch.n.01,watch.n.01,1
says,say.v.11,say.v.01,0
Everybody,person.n.01,person.n.01,1
hates,hate.v.01,hate.v.01,1
'm,be.v.01,O,0
genius,genius.n.01,genius.n.01,1
lives,live.v.01,live.v.01,1
in,O,O,1
city,city.n.01,city.n.01,1
storm,storm.n.01,storm.n.01,1
let,let_up.v.01,let_up.v.01,1
up,O,O,1
buds,bud.n.02,bud.n.01,0
began,begin.v.01,begin.v.01,1
to,O,O,1
open,open.v.03,open.a.01,0
There,O,O,1
are,be.v.03,O,0
many,O,O,1
islands,island.n.01,island.n.01,1
in,O,O,1
blast,blast.n.04,blast.n.01,0
destroyed,destroy.v.02,destroy.v.01,0
everything,entity.n.01,entity.n.01,1
was,O,O,1
n't,O,O,1
prepared,prepared.a.01,prepare.v.01,0
is,O,O,1
not,O,O,1
dead,dead.a.01,dead.a.01,1
doll,doll.n.01,doll.n.01,1
lay,lie.v.01,lie.v.02,0
on,O,O,1
floor,floor.n.01,floor.n.01,1
do,O,O,1
not,O,O,1
like,like.v.02,like.v.02,1
science,science.n.01,science.n.01,1
's,O,O,1
Argentinian,country.n.02,country.n.02,1
How,O,O,1
's,O,O,1
dog,dog.n.01,dog.n.01,1
left,leave.v.01,leave.v.01,1
at,O,O,1
midnight,O,O,1
am,be.v.03,O,0
in,O,O,1
was,O,O,1
having,have.v.06,have.v.06,1
dinner,dinner.n.01,dinner.n.01,1
with,O,O,1
Fish,fish.n.01,fish.n.01,1
surface,surface.v.01,surface.n.01,0
for,O,O,1
air,air.n.01,air.n.01,1
saw,see.v.01,see.v.01,1
mouse,mouse.n.01,mouse.n.04,0
like,like.v.03,like.v.02,0
teachers,teacher.n.01,teacher.n.01,1
laughs,laugh.v.01,laugh.v.01,1
a~lot,a_lot.r.01,O,0
apple,apple.n.01,apple.n.01,1
is,O,O,1
not,O,O,1
green,green.a.01,green.a.01,1
volunteered,volunteer.v.02,volunteer.v.01,0
drives,drive.v.01,drive.v.01,1
truck,truck.n.01,truck.n.01,1
and,O,O,1
wife,wife.n.01,wife.n.01,1
station~wagon,station_wagon.n.01,O,0
's,O,O,1
obvious,obvious.a.01,obvious.a.01,1
are,O,O,1
perfect,perfect.a.01,perfect.a.01,1
lied,lie.v.05,lie.v.05,1
to,O,O,1
did,O,O,1
n't,O,O,1
jungle,jungle.n.01,jungle.n.03,0
gave,give_in.v.01,give.v.03,0
in,O,O,1
is,be.v.01,O,0
born,bear.v.02,bear.v.02,1
in,O,O,1
Austrian,country.n.02,country.n.02,1
visited,visit.v.03,visit.v.02,0
yesterday,O,O,1
took,take_part.v.01,take.v.02,0
part,O,part.n.07,0
in,O,O,1
race,race.n.02,race.n.02,1
'm,O,O,1
drunk,drunk.a.01,drunk.a.01,1
dreamed,dream.v.01,dream.v.01,1
of,O,O,1
often,O,frequently.r.01,0
has,O,O,1
kept,keep.v.08,keep.v.08,1
diary,diary.n.01,diary.n.01,1
for,O,O,1
years,year.n.01,year.n.01,1
needed,need.v.03,need.v.01,0
money,money.n.01,money.n.01,1
need,need.v.02,need.v.02,1
is,O,O,1
manipulative,manipulative.a.01,manipulative.s.01,1
Everything,entity.n.01,entity.n.01,1
is,O,O,1
new,new.a.01,new.a.01,1
did,O,O,1
n't,O,O,1
answer,answer.v.03,answer.n.01,0
all,O,O,1
questions,question.n.03,question.n.01,0
is,O,O,1
eavesdropping,eavesdrop.v.01,eavesdrop.v.01,1
lucky,lucky.a.02,lucky.a.02,1
live,live.a.01,live.v.01,0
is,O,O,1
drowning,drown.v.03,submerge.v.02,0
friend,friend.n.01,friend.n.01,1
invited,invite.v.05,invite.v.02,0
to,O,O,1
dinner,dinner.n.02,dinner.n.01,0
at,O,O,1
restaurant,restaurant.n.01,restaurant.n.01,1
hope,hope.v.01,hope.n.01,0
's,O,O,1
all~right,all_right.a.01,all_right.a.01,1
caused,cause.v.01,cause.v.01,1
broke,break_up.v.02,break_out.v.01,0
up,O,O,1
with,O,O,1
Why,reason.n.01,reason.n.01,1
are,O,O,1
shouting,shout.v.01,shout.v.01,1
is,O,O,1
gay,gay.a.06,gay.a.06,1
found,find.v.03,find.v.01,0
draws,draw.v.06,pull.v.01,0
well,well.r.01,well.a.01,0
did,O,O,1
not,O,O,1
read,read.v.01,read.v.01,1
book,book.n.01,book.n.02,0
and,O,O,1
stopped,stop.v.02,stop.v.02,1
hugging,hug.v.01,embrace.v.02,1
dog,dog.n.01,dog.n.01,1
ran,run.v.01,run_away.v.01,0
in,O,O,1
yard,yard.n.02,yard.n.02,1
went,O,go.v.01,0
fishing,fish.v.02,fish.v.02,1
Do,O,O,1
prefer,prefer.v.01,prefer.v.01,1
Belgian,country.n.02,belgian.a.01,0
or,O,O,1
German,country.n.02,country.n.02,1
beer,beer.n.01,beer.n.01,1
is,O,O,1
ready,ready.a.01,ready.a.01,1
drives,drive.v.02,drive.v.01,0
slowly,slowly.r.01,slowly.r.01,1
How,O,O,1
much,O,O,1
did,O,O,1
glasses,glasses.n.03,glasses.n.01,0
cost,cost.v.01,cost.v.01,1
grandmother,grandmother.n.01,grandmother.n.01,1
passed,pass_away.v.01,pass_away.v.01,1
away,O,O,1
Eight,O,O,1
plus,plus.n.02,plus.n.02,1
two,O,O,1
is,be.v.06,O,0
ten,O,O,1
was,O,O,1
excited,excited.a.01,excited.a.01,1
Somebody,person.n.01,person.n.01,1
's,O,O,1
at,O,O,1
front~door,front_door.n.01,front_door.n.01,1
's,O,O,1
house,house.n.01,house.n.01,1
is,O,O,1
easy,easy.a.01,easy.a.01,1
to,O,O,1
find,find.v.03,find.v.03,1
spent,spend.v.01,spend.v.01,1
several,O,O,1
hours,hour.n.01,hour.n.01,1
in,O,O,1
library,library.n.05,library.n.03,0
has,have.v.02,O,0
bought,buy.v.01,buy.v.01,1
house,house.n.01,house.n.01,1
which,O,entity.n.01,0
six,O,O,1
rooms,room.n.01,room.n.01,1
am,O,O,1
spreading,spread.v.10,spread.v.01,0
mustard,mustard.n.02,mustard.n.01,0
on,O,O,1
slice,slice.n.02,slice.n.02,1
of,O,O,1
bread,bread.n.01,bread.n.01,1
cups,cup.n.01,cup.n.02,0
are,O,O,1
broken,broken.a.01,broken.a.01,1
'm,O,O,1
too,O,O,1
crawled,crawl.v.01,crawl.v.01,1
out~of,O,O,1
bed,bed.n.01,bed.n.01,1
benefited,benefit.v.01,profit.v.01,1
greatly,greatly.r.01,greatly.r.01,1
from,O,O,1
's,O,O,1
generous,generous.a.01,generous.a.01,1
support,support.n.01,support.v.02,0
is,O,O,1
courteous,courteous.a.01,courteous.s.01,1
is,O,O,1
writing,write.v.02,write.v.01,0
letter,letter.n.01,letter.n.01,1
