Token,Labels gold,Labels baseline,Matches
book,book.n.02,book.n.02,1
is,be.v.03,O,0
on,O,O,1
table,table.n.02,table.n.02,1
has,have_on.v.01,O,0
hat,hat.n.01,hat.n.01,1
on,O,O,1
final,final.a.02,final.a.01,0
score,score.n.03,score.n.03,1
was,be.v.06,O,0
composed,compose.v.02,compose.v.02,1
How,O,O,1
old,old.a.01,old.a.01,1
is,O,O,1
Deng~Xiaoping,male.n.02,O,0
wrote,write.v.01,write.v.01,1
is,be.v.08,O,0
was,O,O,1
kissed,kiss.v.01,kiss.v.01,1
by,O,O,1
Two,O,O,1
doctors,doctor.n.01,doctor.n.01,1
were,O,O,1
talking~shop,talk_shop.v.01,O,0
trip,trip.n.01,trip.n.01,1
was,O,O,1
canceled,cancel.v.01,cancel.v.01,1
because,O,O,1
of,O,O,1
terrible,terrible.a.03,terrible.a.01,0
storm,storm.n.01,storm.n.01,1
read,read.v.01,read.v.01,1
letter,letter.n.01,letter.n.01,1
again~and~again,O,O,1
've,O,O,1
never,time.n.08,O,0
been,be.v.03,O,0
to,O,O,1
is,O,O,1
studying,study.v.05,study.v.05,1
in,O,O,1
library,library.n.03,library.n.03,1
now,O,O,1
saw,see.v.01,see.v.01,1
flying~saucer,flying_saucer.n.01,O,0
broken,broken.a.01,broken.a.01,1
window,window.n.01,window.n.01,1
was,O,O,1
boarded,board_up.v.01,board.v.01,0
up,O,O,1
embraces,embrace.v.02,embrace.v.01,0
How,O,O,1
many,O,O,1
films,film.n.01,movie.n.01,0
did,O,O,1
watch,watch.v.01,watch.n.01,0
yesterday,day.n.03,O,0
hype,hype.n.01,ballyhoo.n.01,0
began,begin.v.01,begin.v.01,1
to,O,O,1
learn,learn.v.01,learn.v.01,1
likes,like.v.02,like.v.02,1
vanilla~ice~cream,vanilla_ice_cream.n.01,vanilla_ice_cream.n.01,1
How,O,O,1
many,O,O,1
oranges,orange.n.01,orange.n.01,1
did,O,O,1
buy,buy.v.01,buy.v.01,1
captured,capture.v.03,capture.v.03,1
thief,thief.n.01,thief.n.01,1
book,book.n.02,book.n.02,1
belongs,belong.v.01,belong.v.01,1
to,O,O,1
school,school.n.01,school.n.02,0
library,library.n.02,library.n.03,0
'm,O,O,1
thirty,O,O,1
years,year.n.01,year.n.01,1
old,old.a.01,old.a.01,1
stone,stone.n.01,stone.n.01,1
was,O,O,1
so,O,so.r.01,0
heavy,heavy.a.01,heavy.a.01,1
could,O,O,1
not,O,O,1
lift,lift.v.01,lift.v.01,1
drunken,drunken.a.01,bibulous.s.01,0
man,man.n.01,man.n.01,1
could,O,O,1
n't,O,O,1
walk,walk.v.01,walk.v.01,1
straight,straight.r.03,straight.a.08,0
is,O,O,1
clever,clever.a.02,clever.a.02,1
envied,envy.v.01,envy.v.01,1
success,success.n.03,success.n.02,0
government,government.n.01,government.n.01,1
imposed,impose.v.03,impose.v.03,1
new,new.a.01,new.a.01,1
tax,tax.n.01,tax.n.01,1
on,O,O,1
farmers,farmer.n.01,farmer.n.01,1
'll,O,O,1
be,be.v.03,O,0
in,O,O,1
lab,lab.n.01,lab.n.01,1
lion,lion.n.01,lion.n.01,1
roars,roar.n.02,boom.n.01,0
writes,write.v.01,write.v.01,1
about,O,O,1
stopped,stop.v.02,stop.v.02,1
digging,dig.v.01,dig.v.02,0
fire,fire.n.01,fire.n.01,1
broke,break_out.v.01,break_out.v.01,1
out,O,O,1
in,O,O,1
middle,middle.n.01,middle.n.01,1
of,O,O,1
city,city.n.01,city.n.01,1
football,football.n.02,football.n.01,0
is,O,O,1
made,make.v.06,make.v.06,1
of,O,O,1
genuine,genuine.a.01,genuine.a.01,1
leather,leather.n.01,leather.n.01,1
's,O,O,1
top~secret,top-secret.a.01,top-secret.a.01,1
Have,O,O,1
googled,google.v.01,google.v.01,1
taught,teach.v.01,teach.v.01,1
at,O,O,1
never,O,O,1
told,tell.v.02,tell.v.02,1
last~name,last_name.n.01,last_name.n.01,1
uncorked,uncork.v.02,uncork.v.01,0
bottle,bottle.n.01,bottle.n.01,1
reek,reek.v.02,smack.v.02,0
of,O,O,1
alcohol,alcohol.n.01,alcohol.n.01,1
am,O,O,1
bit,O,O,1
drunk,drunk.a.01,drunk.a.01,1
had,O,O,1
pen,pen.n.01,pen.n.01,1
stolen,steal.v.01,steal.v.01,1
regret,regret.v.01,regret.v.01,1
nothing,entity.n.01,entity.n.01,1
speech,speech.n.01,speech.n.01,1
lacked,lack.v.01,lack.v.01,1
consistency,consistency.n.03,consistency.n.01,0
were,O,O,1
waiting,wait.v.01,wait.v.01,1
for,O,O,1
boat,boat.n.01,boat.n.01,1
many,O,O,1
hours,hour.n.01,hour.n.01,1
piled,pile.v.01,pile_up.v.01,0
wood,wood.n.01,wood.n.01,1
in,O,O,1
backyard,backyard.n.01,backyard.n.01,1
's,be.v.02,O,0
favorite,favorite.a.02,favorite.a.02,1
hotel,hotel.n.01,hotel.n.01,1
in,O,O,1
crossed,cross.v.01,cross.v.01,1
street,street.n.02,street.n.01,0
lot,O,O,1
of,O,O,1
people,person.n.01,person.n.01,1
were,O,O,1
waiting,wait.v.01,wait.v.01,1
for,O,O,1
has,O,O,1
n't,O,O,1
shared,share.v.02,share.v.01,0
public,public.a.01,public.n.01,0
photos,photo.n.01,photo.n.01,1
yet,O,O,1
is,O,O,1
allergic,allergic.a.02,allergic.a.02,1
to,O,O,1
milk,milk.n.01,milk.n.01,1
In,O,O,1
book,book.n.01,book.n.02,0
lots,O,O,1
of,O,O,1
coincidences,coincidence.n.01,coincidence.n.01,1
happen,happen.v.01,happen.v.02,0
counted,count.v.01,count.v.01,1
flowers,flower.n.01,flower.n.01,1
in,O,O,1
garden,garden.n.01,garden.n.01,1
test,test.n.01,test.n.02,0
cleared,clear.v.18,clear.v.01,0
of,O,O,1
charges,charge.n.02,charge.n.01,0
brother,brother.n.01,brother.n.01,1
is,O,O,1
good,good.a.01,good.a.01,1
at,O,O,1
playing,play.v.01,play.v.01,1
tennis,tennis.n.01,tennis.n.01,1
was,O,O,1
approached,approach.v.05,approach.v.01,0
by,O,O,1
uncorked,uncork.v.02,uncork.v.01,0
bottle,bottle.n.01,bottle.n.01,1
with,O,O,1
teeth,tooth.n.01,tooth.n.01,1
chickened,chicken_out.v.01,O,0
out,O,O,1
Anybody,person.n.01,person.n.01,1
wants,want.v.01,want.v.01,1
book,book.n.02,book.n.02,1
can,O,O,1
be,O,O,1
given,give.v.03,give_out.v.02,0
's,O,O,1
older,old.a.01,old.a.01,1
than,O,O,1
father,father.n.01,father.n.01,1
bought,buy.v.01,buy.v.01,1
dictionary,dictionary.n.01,dictionary.n.01,1
too,O,O,1
ran,run.v.06,run_away.v.01,0
from,O,O,1
wound,wound.n.01,wound.n.01,1
asked,ask.v.02,ask.v.01,0
to,O,O,1
open,open.v.01,open.a.01,0
window,window.n.01,window.n.01,1
live,live.v.01,live.v.01,1
near,O,O,1
dam,dam.n.01,dam.n.01,1
had,O,O,1
head,head.n.01,head.n.01,1
cut,cut_off.v.03,cut.v.01,0
off,O,O,1
cyclists,cyclist.n.01,cyclist.n.01,1
are,O,O,1
wearing,wear.v.01,wear.v.01,1
cyclist,cyclist.n.01,cyclist.n.01,1
shorts,shorts.n.01,shorts.n.01,1
made,make.v.06,make.v.06,1
of,O,O,1
spandex,spandex.n.01,spandex.n.01,1
was,O,O,1
years,year.n.01,year.n.01,1
old,old.a.01,old.a.01,1
heater,heater.n.01,heater.n.01,1
does,O,O,1
n't,O,O,1
work,work.v.04,work.v.02,0
have,have.v.07,O,0
few,O,O,1
friends,friend.n.01,friend.n.01,1
'm,O,O,1
reading,read.v.01,read.v.01,1
book,book.n.01,book.n.02,0
majored,major.v.01,major.v.01,1
in,O,O,1
college,college.n.02,college.n.02,1
threw,throw.v.01,throw.v.01,1
in,O,O,1
river,river.n.01,river.n.01,1
smokes,smoke.v.01,smoke.n.01,0
dyed,dye.v.01,dye.v.01,1
hair,hair.n.01,hair.n.01,1
blue,blue.a.01,blue.a.01,1
officials,official.n.01,official.n.01,1
do,O,O,1
n't,O,O,1
understand,understand.v.01,understand.v.01,1
finance,finance.n.02,finance.n.01,0
at~all,O,O,1
're,O,O,1
heading,head.v.01,head.v.01,1
home,home.n.01,home.n.01,1
do,O,O,1
n't,O,O,1
want,want.v.01,want.v.01,1
to,O,O,1
argue,argue.v.02,argue.v.01,0
with,O,O,1
's,O,O,1
always,O,O,1
gossiping,gossip.v.01,gossiping.n.01,0
wants,want.v.01,want.v.01,1
to,O,O,1
walk,walk.v.01,walk.v.01,1
'm,O,O,1
watching,watch.v.03,watch.v.03,1
movie,movie.n.01,movie.n.01,1
In~other~words,O,O,1
's,O,O,1
dumb,dumb.a.01,dense.s.04,0
of,O,O,1
friends,friend.n.01,friend.n.01,1
like,like.v.02,like.v.02,1
computer~games,computer_game.n.01,O,0
was,O,O,1
stung,sting.v.02,sting.v.02,1
by,O,O,1
bee,bee.n.01,bee.n.01,1
waved,wave.v.01,wave.v.01,1
at,O,O,1
from,O,O,1
helicopter,helicopter.n.01,helicopter.n.01,1
made,make.v.16,make.v.06,0
speech,speech.n.01,speech.n.01,1
in,O,O,1
support,support.n.03,support.v.02,0
of,O,O,1
plan,plan.n.01,plan.n.01,1
was,O,O,1
poor,poor.a.02,poor.a.04,0
and,O,O,1
lived,live.v.01,live.v.01,1
in,O,O,1
cabin,cabin.n.02,cabin.n.01,0
Emily,female.n.02,female.n.02,1
will,O,O,1
surprise,surprise.v.01,surprise.v.01,1
hates,hate.v.01,hate.v.01,1
has,have.v.04,O,0
new,new.a.01,new.a.01,1
car,car.n.01,car.n.01,1
and,O,O,1
old,old.a.02,old.a.01,0
car,car.n.01,car.n.01,1
banged,bang.v.01,bang.v.01,1
against,O,O,1
tree,tree.n.01,tree.n.01,1
is,O,O,1
called,call.v.01,call.v.01,1
in,O,O,1
told,tell.v.02,tell.v.02,1
'd,O,O,1
lost,lose.v.05,lose.v.02,0
watch,watch.n.01,watch.n.01,1
For,O,O,1
years,year.n.01,year.n.01,1
suffered,suffer.v.02,suffer.v.02,1
from,O,O,1
migraine,migraine.n.01,O,0
headaches,headache.n.02,concern.n.04,0
Get,get.v.06,get.v.01,0
number,number.n.04,number.n.04,1
of,O,O,1
young,young.a.01,young.a.01,1
girl,girl.n.01,girl.n.01,1
friend,friend.n.01,friend.n.01,1
's,be.v.03,O,0
in,O,O,1
other,O,O,1
room,room.n.01,room.n.01,1
's,O,O,1
been,be.v.03,O,0
in,O,O,1
hospital,hospital.n.01,hospital.n.01,1
for,O,O,1
month,month.n.02,month.n.02,1
was,O,O,1
accepted,accept.v.05,accept.v.02,0
by,O,O,1
baked,bake.v.02,bake.v.02,1
three~dozen,O,O,1
cookies,cookie.n.01,cookie.n.01,1
was,O,O,1
very,very.r.01,very.r.01,1
tired,tired.a.01,tired.a.01,1
today,O,O,1
watch,watch.n.01,watch.n.01,1
is,O,O,1
waterproof,waterproof.a.01,waterproof.a.01,1
Long,long.a.02,long.a.02,1
skirts,skirt.n.01,skirt.n.01,1
are,O,O,1
out~of~fashion,unfashionable.a.01,unfashionable.a.01,1
now,O,O,1
There,O,O,1
was,be.v.03,O,0
beautiful,beautiful.a.01,beautiful.a.01,1
woman,woman.n.01,woman.n.01,1
with,O,O,1
black,black.a.01,black.a.01,1
hair,hair.n.01,hair.n.01,1
in,O,O,1
park,park.n.02,park.n.02,1
How,O,O,1
much,O,O,1
do,O,O,1
carrots,carrot.n.01,carrot.n.01,1
cost,cost.v.01,cost.v.01,1
failed,fail.v.01,fail.v.01,1
to,O,O,1
catch,catch.v.09,catch.v.19,0
train,train.n.01,train.n.01,1
swarm,swarm.n.02,swarm.n.02,1
of,O,O,1
hornets,hornet.n.01,hornet.n.01,1
attacked,attack.v.04,attack.v.04,1
children,child.n.01,child.n.02,0
guess,guess.v.03,guess.v.01,0
is,O,O,1
was,O,O,1
robbed,rob.v.01,rob.v.01,1
of,O,O,1
money,money.n.01,money.n.01,1
on,O,O,1
way,way.n.03,O,0
home,home.n.01,home.n.01,1
sad,sad.a.02,sad.a.01,0
story,story.n.01,story.n.01,1
visited,visit.v.07,visit.v.02,0
in,O,O,1
three,O,O,1
years,year.n.01,year.n.01,1
ago,O,O,1
've,O,O,1
gained,gain.v.09,gain.v.09,1
three,O,O,1
kilograms,kilogram.n.01,kilogram.n.01,1
and,O,O,1
are,O,O,1
playing,play.v.01,play.v.01,1
poker,poker.n.02,poker.n.01,0
flew,fly.v.01,fly.v.01,1
from,O,O,1
to,O,O,1
All,O,O,1
seats,seat.n.01,seat.n.07,0
are,O,O,1
booked,booked.a.01,book.v.01,0
know,know.v.01,know.v.01,1
's,O,O,1
still,O,O,1
in~love,in_love.a.01,in_love.a.01,1
with,O,O,1
little~sister,little_sister.n.01,little_sister.n.01,1
looks,look_like.v.01,look_like.v.01,1
like,O,like.v.02,0
mum,mum.n.02,mum.n.02,1
All,O,O,1
apple~trees,apple_tree.n.01,apple_tree.n.01,1
were,O,O,1
cut,cut_down.v.06,cut.v.01,0
down,O,O,1
galloping,gallop.v.02,gallop.v.01,0
inflation,inflation.n.01,inflation.n.01,1
has,O,O,1
been,O,O,1
lasting,last.v.01,last.v.01,1
for,O,O,1
three,O,O,1
years,year.n.01,year.n.01,1
now,O,O,1
People,person.n.01,person.n.01,1
are,O,O,1
frustrated,frustrated.a.01,thwart.v.01,0
and,O,O,1
angry,angry.a.01,angry.a.01,1
How,O,O,1
many,O,O,1
letters,letter.n.02,letter.n.01,0
does,O,O,1
Russian,country.n.02,country.n.02,1
alphabet,alphabet.n.01,alphabet.n.01,1
have,have.v.02,O,0
's,O,O,1
totally,totally.r.01,totally.r.01,1
wrong,wrong.a.01,wrong.a.01,1
toy,toy.n.01,toy.n.01,1
was,O,O,1
broken,break.v.02,broken.a.01,0
by,O,O,1
little~sister,little_sister.n.01,little_sister.n.01,1
have,have.v.02,O,0
funny,funny.a.01,funny.a.01,1
laugh,laugh.n.01,laugh.v.01,0
Let,O,O,1
not,O,O,1
play,play.v.01,play.v.01,1
tennis,tennis.n.01,tennis.n.01,1
There,O,O,1
are,be.v.03,O,0
many,O,O,1
red,red.a.01,red.a.01,1
flowers,flower.n.01,flower.n.01,1
in,O,O,1
garden,garden.n.01,garden.n.01,1
long,long.a.02,long.a.02,1
bridge,bridge.n.01,bridge.n.01,1
is,be.v.01,O,0
was,O,O,1
worn,worn_out.a.01,wear.v.01,0
out,O,O,1
and,O,O,1
leaned,lean.v.01,lean.v.01,1
against,O,O,1
apple~tree,apple_tree.n.01,apple_tree.n.01,1
scaled,scale.v.04,scale.v.01,0
three,O,O,1
times,time.n.01,time.n.01,1
drove,drive.v.03,drive.v.02,0
home,home.n.01,home.n.01,1
in,O,O,1
sports~car,sports_car.n.01,sports_car.n.01,1
is,be.v.02,O,0
friend,O,friend.n.01,0
of,O,O,1
mine,O,O,1
boy,boy.n.01,boy.n.01,1
speaking,speak.v.03,speak.v.02,0
is,O,O,1
taller,tall.a.01,tall.a.01,1
than,O,O,1
want,want.v.01,want.v.01,1
to,O,O,1
kill,kill.v.01,kill.v.01,1
somebody,person.n.01,person.n.01,1
squirrel,squirrel.n.01,squirrel.n.01,1
hid,hide.v.02,hide.v.02,1
among,O,O,1
branches,branch.n.02,branch.n.02,1
There,O,O,1
are,be.v.03,O,0
always,O,O,1
lot,O,O,1
of,O,O,1
vehicles,vehicle.n.01,vehicle.n.01,1
on,O,O,1
road,road.n.01,road.n.01,1
sharpened,sharpen.v.01,sharpen.v.01,1
knives,knife.n.01,knife.n.01,1
nose,nose.n.01,nose.n.01,1
itches,itch.v.03,itch.v.03,1
houses,house.n.01,house.n.01,1
are,O,O,1
years,year.n.01,year.n.01,1
old,old.a.02,old.a.01,0
walked,walk.v.01,walk.v.01,1
about,O,O,1
mile,mile.n.01,mile.n.01,1
pulled,pull.v.08,pull.v.15,0
muscle,muscle.n.01,muscle.n.01,1
'll,O,O,1
give,give.v.03,give.v.03,1
book,book.n.02,book.n.02,1
father,father.n.01,father.n.01,1
complained,complain.v.01,complain.v.01,1
about,O,O,1
traffic,traffic.n.01,traffic.n.01,1
noise,noise.n.01,noise.n.01,1
weighs,weigh.v.01,weigh.v.01,1
pounds,pound.n.01,pound.n.01,1
school,school.n.01,school.n.02,0
expelled,expel.v.01,expel.v.01,1
Let,O,O,1
's,O,O,1
speak,speak.v.02,speak.v.03,0
about,O,O,1
Do,O,O,1
tigers,tiger.n.02,tiger.n.02,1
purr,purr.v.02,whizz.v.01,0
've,O,O,1
never,O,O,1
excelled,excel.v.01,excel.v.01,1
at,O,O,1
chess,chess.n.02,chess.n.02,1
drank,drink.v.01,drink.v.01,1
three,O,O,1
bottles,bottle.n.02,bottle.n.02,1
of,O,O,1
beer,beer.n.01,beer.n.01,1
married,marry.v.01,marry.v.01,1
rich,rich.a.01,rich.a.01,1
girl,girl.n.01,girl.n.01,1
from,O,O,1
've,O,O,1
been,O,O,1
married,married.a.01,marry.v.01,0
for,O,O,1
three,O,O,1
years,year.n.01,year.n.01,1
got,get_up.v.02,O,0
up,O,O,1
minute,minute.n.01,minute.n.01,1
ago,O,O,1
Put,put.v.01,put.v.01,1
scarf,scarf.n.01,scarf.n.01,1
around,O,O,1
neck,neck.n.01,neck.n.01,1
'm,be.v.01,O,0
not,O,O,1
vegetarian,vegetarian.n.01,vegetarian.n.01,1
None,entity.n.01,entity.n.01,1
of,O,O,1
books,book.n.01,book.n.02,0
are,O,O,1
useful,useful.a.01,useful.a.01,1
was,O,O,1
arrested,arrest.v.01,arrest.v.01,1
because,O,O,1
stole,steal.v.01,steal.v.01,1
money,money.n.01,money.n.01,1
swam,swim.v.01,swim.v.01,1
in,O,O,1
sea,sea.n.01,sea.n.01,1
comic~books,comic_book.n.01,comic_book.n.01,1
were,O,O,1
piled,pile.v.01,pile_up.v.01,0
on,O,O,1
desk,desk.n.01,desk.n.01,1
was,O,O,1
born,bear.v.02,bear.v.02,1
in,O,O,1
think,think.v.01,think.v.01,1
is,O,O,1
nasty,nasty.a.01,nasty.a.01,1
took,take.v.02,take.v.02,1
doctor,doctor.n.01,doctor.n.01,1
eight,O,O,1
hours,hour.n.01,hour.n.01,1
to,O,O,1
do,do.v.02,O,0
operation,operation.n.06,operation.n.03,0
never,O,O,1
saw,see.v.01,see.v.01,1
giraffe,giraffe.n.01,giraffe.n.01,1
always,O,O,1
listens,listen.v.01,listen.v.01,1
to,O,O,1
serious,serious.a.04,serious.a.03,0
music,music.n.01,music.n.01,1
chose,choose.v.01,choose.v.01,1
nice,nice.a.01,nice.a.01,1
tie,tie.n.01,tie.n.01,1
said,say.v.01,say.v.01,1
did,O,O,1
n't,O,O,1
matter,matter.v.01,matter.v.01,1
bought,buy.v.01,buy.v.01,1
lipstick,lipstick.n.01,lipstick.n.01,1
for,O,O,1
Where,location.n.01,location.n.01,1
is,O,O,1
journey,journey.n.01,journey.n.01,1
taking,take.v.27,take.v.18,0
cottage,cottage.n.01,bungalow.n.01,0
reminds,remind.v.01,remind.v.01,1
of,O,O,1
one,cottage.n.01,person.n.01,0
was,O,O,1
born,bear.v.02,bear.v.02,1
in,O,O,1
vending~machine,vending_machine.n.01,O,0
is,O,O,1
n't,O,O,1
working,work.v.04,work.v.02,0
'm,O,O,1
not,O,O,1
proud,proud.a.01,proud.a.01,1
of,O,O,1
behaviour,behaviour.n.02,behaviour.n.02,1
people,person.n.01,person.n.01,1
do,O,O,1
n't,O,O,1
wear,wear.v.01,wear.v.01,1
pajamas,pajama.n.02,pajama.n.01,0
did,O,O,1
n't,O,O,1
offer,offer.v.04,offer.n.02,0
explanation,explanation.n.01,explanation.n.01,1
have,have.v.01,O,0
new,new.a.05,new.a.01,0
email,email.n.01,email.n.01,1
address,address.n.01,address.n.02,0
's,O,O,1
popular,popular.a.01,popular.a.01,1
among,O,O,1
elderly,elderly.n.01,elderly.n.01,1
is,be.v.08,O,0
linguist,linguist.n.01,linguist.n.01,1
speaks,speak.v.03,speak.v.03,1
English,english.n.01,english.n.01,1
fluently,fluently.r.01,fluently.r.01,1
talking,talk.v.01,talk.v.01,1
to,O,O,1
yourself,O,O,1
again,O,O,1
Not,O,O,1
everyone,person.n.01,person.n.01,1
in,O,O,1
likes,like.v.03,like.v.02,0
dog,dog.n.01,dog.n.01,1
is,O,O,1
chasing,chase.v.01,chase.v.01,1
ball,ball.n.06,ball.n.01,0
hole,hole.n.02,hole.n.01,0
is,O,O,1
being,O,O,1
burrowed,burrow.v.01,burrow.v.01,1
by,O,O,1
badger,badger.n.02,badger.n.02,1
grandmother,grandmother.n.01,grandmother.n.01,1
is,O,O,1
already,O,O,1
more~than,O,O,1
ninety,O,ninety.n.01,0
years,year.n.01,year.n.01,1
old,old.a.01,old.a.01,1
bought,buy.v.01,buy.v.01,1
album,album.n.01,album.n.01,1
belongs,belong.v.05,belong.v.01,0
to,O,O,1
worked,work.v.02,work.v.02,1
for,O,O,1
Italian,country.n.02,country.n.02,1
director,director.n.04,director.n.04,1
is,O,O,1
awarded,award.v.01,award.v.01,1
honorary,honorary.a.01,honorary.s.01,0
Oscar,oscar.n.01,academy_award.n.01,0
'm,O,O,1
very,very.r.01,very.r.01,1
sensitive,sensitive.a.01,sensitive.a.01,1
to,O,O,1
cold,cold.n.02,cold.n.01,0
have,have.v.01,O,0
blanket,blanket.n.01,blanket.n.01,1
killed,kill.v.01,kill.v.01,1
mother,mother.n.01,mother.n.01,1
Someone,person.n.01,person.n.01,1
stole,steal.v.01,steal.v.01,1
passport,passport.n.02,passport.n.02,1
union,union.n.07,union.n.01,0
of,O,O,1
and,O,O,1
took,take_place.v.01,take.v.02,0
place,O,O,1
in,O,O,1
clouds,cloud.n.02,cloud.n.02,1
look,look_like.v.01,look_for.v.01,0
like,O,like.v.02,0
flock,flock.n.03,flock.n.01,0
of,O,O,1
white,white.a.01,white.a.01,1
sheep,sheep.n.01,sheep.n.01,1
assure,assure.v.01,guarantee.v.02,0
error,error.n.01,error.n.01,1
like,O,like.v.02,0
will,O,O,1
never,O,O,1
happen,happen.v.02,happen.v.02,1
again,O,O,1
There,O,O,1
are,be.v.03,O,0
lots,O,O,1
of,O,O,1
animals,animal.n.01,animal.n.01,1
in,O,O,1
park,park.n.02,park.n.02,1
head,head.n.01,head.n.01,1
aches,ache.v.03,ache.v.03,1
come,come.v.02,come.v.02,1
from,O,O,1
south,south.n.04,south.n.04,1
of,O,O,1
was,be.v.13,O,0
less~than,O,O,1
fifteen,O,O,1
dollars,dollar.n.01,dollar.n.01,1
student,student.n.01,student.n.01,1
is,O,O,1
American,country.n.02,country.n.02,1
mother,mother.n.01,mother.n.01,1
was,O,O,1
exhausted,exhausted.a.01,exhausted.a.01,1
dentist,dentist.n.01,dentist.n.01,1
put,put_in.v.01,put.v.01,0
in,O,O,1
temporary,temporary.a.01,impermanent.a.01,0
filling,filling.n.05,fill.v.01,0
is,O,O,1
n't,O,O,1
alone,alone.a.02,entirely.r.02,0
anymore,O,O,1
dropped,drop_out.v.03,drop.v.01,0
out,O,O,1
of,O,O,1
school,school.n.01,school.n.02,0
shaved,shave.v.01,shave.v.01,1
mustache,mustache.n.01,mustache.n.01,1
off,O,O,1
fiancé,fiance.n.01,O,0
gave,give.v.08,give.v.03,0
very,very.r.01,very.r.01,1
big,big.a.01,big.a.01,1
ring,ring.n.08,ring.n.08,1
cat,cat.n.01,cat.n.01,1
has,have.v.02,O,0
two,O,O,1
ears,ear.n.01,ear.n.01,1
's,be.v.08,O,0
's,O,O,1
shoes,shoe.n.01,shoe.n.01,1
are,O,O,1
dirty,dirty.a.01,dirty.a.01,1
had,have.v.16,O,0
cold,cold.n.01,cold.n.01,1
but,O,O,1
went,go.v.01,go.v.01,1
to,O,O,1
work,work.n.06,work.v.02,0
is,O,O,1
so,so.r.01,so.r.01,1
depressing,depressing.a.01,depressing.a.01,1
blood,blood.n.01,blood.n.01,1
is,O,O,1
red,red.a.01,red.a.01,1
sha',O,O,1
n't,O,O,1
know,know.v.01,know.v.01,1
sends,send.v.03,send.v.01,0
thanked,thank.v.01,thank.v.01,1
and,O,O,1
stuck,stick.v.01,stick.v.01,1
